seqnames	start	end	width	strand	overlap_count
chr16	23849581	23849680	100	*	8
chr16	23849681	23849780	100	*	4
chr16	23849781	23849880	100	*	17
chr16	23849881	23849980	100	*	3
chr16	23849981	23850080	100	*	1
chr16	23850081	23850180	100	*	4
chr16	23850181	23850280	100	*	4
chr16	23850281	23850380	100	*	2
chr16	23850381	23850480	100	*	1
chr16	23850481	23850580	100	*	1
chr16	23850581	23850680	100	*	2
chr16	23850681	23850780	100	*	5
chr16	23850781	23850880	100	*	4
chr16	23850881	23850980	100	*	3
chr16	23850981	23851080	100	*	0
chr16	23851081	23851180	100	*	4
chr16	23851181	23851280	100	*	6
chr16	23851281	23851380	100	*	1
chr16	23851381	23851480	100	*	2
chr16	23851481	23851580	100	*	9
chr16	23851581	23851680	100	*	14
chr16	23851681	23851780	100	*	11
chr16	23851781	23851880	100	*	5
chr16	23851881	23851980	100	*	6
chr16	23851981	23852080	100	*	6
chr16	23852081	23852180	100	*	4
chr16	23852181	23852280	100	*	2
chr16	23852281	23852380	100	*	3
chr16	23852381	23852480	100	*	3
chr16	23852481	23852580	100	*	3
chr16	23852581	23852680	100	*	7
chr16	23852681	23852780	100	*	9
chr16	23852781	23852880	100	*	7
chr16	23852881	23852980	100	*	5
chr16	23852981	23853080	100	*	9
chr16	23853081	23853180	100	*	13
chr16	23853181	23853280	100	*	2
chr16	23853281	23853380	100	*	15
chr16	23853381	23853480	100	*	5
chr16	23853481	23853580	100	*	13
chr16	23853581	23853680	100	*	3
chr16	23853681	23853780	100	*	3
chr16	23853781	23853880	100	*	4
chr16	23853881	23853980	100	*	1
chr16	23853981	23854080	100	*	2
chr16	23854081	23854180	100	*	1
chr16	23854181	23854280	100	*	12
chr16	23854281	23854380	100	*	6
chr16	23854381	23854480	100	*	4
chr16	23854481	23854580	100	*	5
chr16	23854581	23854680	100	*	2
chr16	23854681	23854780	100	*	3
chr16	23854781	23854880	100	*	0
chr16	23854881	23854980	100	*	0
chr16	23854981	23855080	100	*	0
chr16	23855081	23855180	100	*	0
chr16	23855181	23855280	100	*	0
chr16	23855281	23855380	100	*	1
chr16	23855381	23855480	100	*	3
chr16	23855481	23855580	100	*	9
chr16	23855581	23855680	100	*	4
chr16	23855681	23855780	100	*	7
chr16	23855781	23855880	100	*	0
chr16	23855881	23855980	100	*	6
chr16	23855981	23856080	100	*	0
chr16	23856081	23856180	100	*	5
chr16	23856181	23856280	100	*	0
chr16	23856281	23856380	100	*	4
chr16	23856381	23856480	100	*	4
chr16	23856481	23856580	100	*	4
chr16	23856581	23856680	100	*	4
chr16	23856681	23856780	100	*	0
chr16	23856781	23856880	100	*	1
chr16	23856881	23856980	100	*	7
chr16	23856981	23857080	100	*	6
chr16	23857081	23857180	100	*	0
chr16	23857181	23857280	100	*	1
chr16	23857281	23857380	100	*	1
chr16	23857381	23857480	100	*	0
chr16	23857481	23857580	100	*	2
chr16	23857581	23857680	100	*	6
chr16	23857681	23857780	100	*	5
chr16	23857781	23857880	100	*	6
chr16	23857881	23857980	100	*	1
chr16	23857981	23858080	100	*	1
chr16	23858081	23858180	100	*	2
chr16	23858181	23858280	100	*	1
chr16	23858281	23858380	100	*	18
chr16	23858381	23858480	100	*	1
chr16	23858481	23858580	100	*	1
chr16	23858581	23858680	100	*	6
chr16	23858681	23858780	100	*	3
chr16	23858781	23858880	100	*	0
chr16	23858881	23858980	100	*	1
chr16	23858981	23859080	100	*	1
chr16	23859081	23859180	100	*	3
chr16	23859181	23859280	100	*	1
chr16	23859281	23859380	100	*	1
chr16	23859381	23859480	100	*	0
chr16	23859481	23859580	100	*	1
chr16	23859581	23859680	100	*	3
chr16	23859681	23859780	100	*	5
chr16	23859781	23859880	100	*	0
chr16	23859881	23859980	100	*	2
chr16	23859981	23860080	100	*	1
chr16	23860081	23860180	100	*	14
chr16	23860181	23860280	100	*	13
chr16	23860281	23860380	100	*	0
chr16	23860381	23860480	100	*	1
chr16	23860481	23860580	100	*	1
chr16	23860581	23860680	100	*	1
chr16	23860681	23860780	100	*	18
chr16	23860781	23860880	100	*	30
chr16	23860881	23860980	100	*	2
chr16	23860981	23861080	100	*	9
chr16	23861081	23861180	100	*	12
chr16	23861181	23861280	100	*	1
chr16	23861281	23861380	100	*	30
chr16	23861381	23861480	100	*	9
chr16	23861481	23861580	100	*	0
chr16	23861581	23861680	100	*	0
chr16	23861681	23861780	100	*	0
chr16	23861781	23861880	100	*	1
chr16	23861881	23861980	100	*	3
chr16	23861981	23862080	100	*	4
chr16	23862081	23862180	100	*	6
chr16	23862181	23862280	100	*	6
chr16	23862281	23862380	100	*	5
chr16	23862381	23862480	100	*	1
chr16	23862481	23862580	100	*	1
chr16	23862581	23862680	100	*	3
chr16	23862681	23862780	100	*	11
chr16	23862781	23862880	100	*	5
chr16	23862881	23862980	100	*	4
chr16	23862981	23863080	100	*	1
chr16	23863081	23863180	100	*	4
chr16	23863181	23863280	100	*	1
chr16	23863281	23863380	100	*	0
chr16	23863381	23863480	100	*	2
chr16	23863481	23863580	100	*	6
chr16	23863581	23863680	100	*	5
chr16	23863681	23863780	100	*	1
chr16	23863781	23863880	100	*	1
chr16	23863881	23863980	100	*	2
chr16	23863981	23864080	100	*	4
chr16	23864081	23864180	100	*	6
chr16	23864181	23864280	100	*	1
chr16	23864281	23864380	100	*	5
chr16	23864381	23864480	100	*	4
chr16	23864481	23864580	100	*	7
chr16	23864581	23864680	100	*	18
chr16	23864681	23864780	100	*	6
chr16	23864781	23864880	100	*	2
chr16	23864881	23864980	100	*	9
chr16	23864981	23865080	100	*	11
chr16	23865081	23865180	100	*	8
chr16	23865181	23865280	100	*	0
chr16	23865281	23865380	100	*	9
chr16	23865381	23865480	100	*	2
chr16	23865481	23865580	100	*	1
chr16	23865581	23865680	100	*	3
chr16	23865681	23865780	100	*	5
chr16	23865781	23865880	100	*	7
chr16	23865881	23865980	100	*	2
chr16	23865981	23866080	100	*	10
chr16	23866081	23866180	100	*	4
chr16	23866181	23866280	100	*	5
chr16	23866281	23866380	100	*	4
chr16	23866381	23866480	100	*	0
chr16	23866481	23866580	100	*	1
chr16	23866581	23866680	100	*	3
chr16	23866681	23866780	100	*	1
chr16	23866781	23866880	100	*	0
chr16	23866881	23866980	100	*	2
chr16	23866981	23867080	100	*	6
chr16	23867081	23867180	100	*	0
chr16	23867181	23867280	100	*	1
chr16	23867281	23867380	100	*	3
chr16	23867381	23867480	100	*	5
chr16	23867481	23867580	100	*	5
chr16	23867581	23867680	100	*	7
chr16	23867681	23867780	100	*	4
chr16	23867781	23867880	100	*	1
chr16	23867881	23867980	100	*	0
chr16	23867981	23868080	100	*	16
chr16	23868081	23868180	100	*	4
chr16	23868181	23868280	100	*	0
chr16	23868281	23868380	100	*	0
chr16	23868381	23868480	100	*	1
chr16	23868481	23868580	100	*	5
chr16	23868581	23868680	100	*	3
chr16	23868681	23868780	100	*	0
chr16	23868781	23868880	100	*	7
chr16	23868881	23868980	100	*	4
chr16	23868981	23869080	100	*	6
chr16	23869081	23869180	100	*	2
chr16	23869181	23869280	100	*	10
chr16	23869281	23869380	100	*	0
chr16	23869381	23869480	100	*	2
chr16	23869481	23869580	100	*	1
chr16	23869581	23869680	100	*	3
chr16	23869681	23869780	100	*	6
chr16	23869781	23869880	100	*	3
chr16	23869881	23869980	100	*	6
chr16	23869981	23870080	100	*	0
chr16	23870081	23870180	100	*	0
chr16	23870181	23870280	100	*	1
chr16	23870281	23870380	100	*	6
chr16	23870381	23870480	100	*	5
chr16	23870481	23870580	100	*	10
chr16	23870581	23870680	100	*	14
chr16	23870681	23870780	100	*	1
chr16	23870781	23870880	100	*	2
chr16	23870881	23870980	100	*	3
chr16	23870981	23871080	100	*	12
chr16	23871081	23871180	100	*	10
chr16	23871181	23871280	100	*	1
chr16	23871281	23871380	100	*	5
chr16	23871381	23871480	100	*	3
chr16	23871481	23871580	100	*	0
chr16	23871581	23871680	100	*	0
chr16	23871681	23871780	100	*	5
chr16	23871781	23871880	100	*	4
chr16	23871881	23871980	100	*	2
chr16	23871981	23872080	100	*	18
chr16	23872081	23872180	100	*	13
chr16	23872181	23872280	100	*	4
chr16	23872281	23872380	100	*	12
chr16	23872381	23872480	100	*	10
chr16	23872481	23872580	100	*	5
chr16	23872581	23872680	100	*	3
chr16	23872681	23872780	100	*	1
chr16	23872781	23872880	100	*	7
chr16	23872881	23872980	100	*	13
chr16	23872981	23873080	100	*	5
chr16	23873081	23873180	100	*	1
chr16	23873181	23873280	100	*	3
chr16	23873281	23873380	100	*	10
chr16	23873381	23873480	100	*	2
chr16	23873481	23873580	100	*	0
chr16	23873581	23873680	100	*	1
chr16	23873681	23873780	100	*	12
chr16	23873781	23873880	100	*	4
chr16	23873881	23873980	100	*	1
chr16	23873981	23874080	100	*	4
chr16	23874081	23874180	100	*	14
chr16	23874181	23874280	100	*	4
chr16	23874281	23874380	100	*	6
chr16	23874381	23874480	100	*	3
chr16	23874481	23874580	100	*	2
chr16	23874581	23874680	100	*	7
chr16	23874681	23874780	100	*	10
chr16	23874781	23874880	100	*	0
chr16	23874881	23874980	100	*	3
chr16	23874981	23875080	100	*	2
chr16	23875081	23875180	100	*	13
chr16	23875181	23875280	100	*	10
chr16	23875281	23875380	100	*	3
chr16	23875381	23875480	100	*	4
chr16	23875481	23875580	100	*	7
chr16	23875581	23875680	100	*	1
chr16	23875681	23875780	100	*	5
chr16	23875781	23875880	100	*	3
chr16	23875881	23875980	100	*	2
chr16	23875981	23876080	100	*	2
chr16	23876081	23876180	100	*	8
chr16	23876181	23876280	100	*	6
chr16	23876281	23876380	100	*	4
chr16	23876381	23876480	100	*	4
chr16	23876481	23876580	100	*	11
chr16	23876581	23876680	100	*	11
chr16	23876681	23876780	100	*	7
chr16	23876781	23876880	100	*	3
chr16	23876881	23876980	100	*	5
chr16	23876981	23877080	100	*	3
chr16	23877081	23877180	100	*	4
chr16	23877181	23877280	100	*	16
chr16	23877281	23877380	100	*	3
chr16	23877381	23877480	100	*	4
chr16	23877481	23877580	100	*	8
chr16	23877581	23877680	100	*	1
chr16	23877681	23877780	100	*	3
chr16	23877781	23877880	100	*	4
chr16	23877881	23877980	100	*	7
chr16	23877981	23878080	100	*	23
chr16	23878081	23878180	100	*	3
chr16	23878181	23878280	100	*	5
chr16	23878281	23878380	100	*	4
chr16	23878381	23878480	100	*	2
chr16	23878481	23878580	100	*	2
chr16	23878581	23878680	100	*	3
chr16	23878681	23878780	100	*	0
chr16	23878781	23878880	100	*	12
chr16	23878881	23878980	100	*	3
chr16	23878981	23879080	100	*	8
chr16	23879081	23879180	100	*	8
chr16	23879181	23879280	100	*	1
chr16	23879281	23879380	100	*	0
