seqnames	start	end	width	strand	overlap_count
chr10	5604193	5604692	500	*	32
chr10	5604693	5605192	500	*	14
chr10	5605193	5605692	500	*	26
chr10	5605693	5606192	500	*	16
chr10	5606193	5606692	500	*	37
chr10	5606693	5607192	500	*	15
chr10	5607193	5607692	500	*	110
chr10	5607693	5608192	500	*	18
chr10	5608193	5608692	500	*	18
chr10	5608693	5609192	500	*	51
chr10	5609193	5609692	500	*	21
chr10	5609693	5610192	500	*	24
chr10	5610193	5610692	500	*	40
chr10	5610693	5611192	500	*	15
chr10	5611193	5611692	500	*	19
chr10	5611693	5612192	500	*	91
chr10	5612193	5612692	500	*	31
chr10	5612693	5613192	500	*	14
chr10	5613193	5613692	500	*	15
chr10	5613693	5614192	500	*	20
chr10	5614193	5614692	500	*	29
chr10	5614693	5615192	500	*	44
chr10	5615193	5615692	500	*	23
chr10	5615693	5616192	500	*	34
chr10	5616193	5616692	500	*	13
chr10	5616693	5617192	500	*	12
chr10	5617193	5617692	500	*	31
chr10	5617693	5618192	500	*	11
chr10	5618193	5618692	500	*	13
chr10	5618693	5619192	500	*	16
chr10	5619193	5619692	500	*	9
chr10	5619693	5620192	500	*	14
chr10	5620193	5620692	500	*	27
chr10	5620693	5621192	500	*	36
chr10	5621193	5621692	500	*	7
chr10	5621693	5622192	500	*	20
chr10	5622193	5622692	500	*	15
chr10	5622693	5623192	500	*	16
chr10	5623193	5623692	500	*	25
chr10	5623693	5624192	500	*	31
chr10	5624193	5624692	500	*	32
chr10	5624693	5625192	500	*	35
chr10	5625193	5625692	500	*	19
chr10	5625693	5626192	500	*	29
chr10	5626193	5626692	500	*	27
chr10	5626693	5627192	500	*	27
chr10	5627193	5627692	500	*	40
chr10	5627693	5628192	500	*	17
chr10	5628193	5628692	500	*	24
chr10	5628693	5629192	500	*	35
chr10	5629193	5629692	500	*	7
chr10	5629693	5630192	500	*	16
chr10	5630193	5630692	500	*	26
chr10	5630693	5631192	500	*	15
chr10	5631193	5631692	500	*	6
chr10	5631693	5632192	500	*	13
chr10	5632193	5632692	500	*	66
chr10	5632693	5633192	500	*	13
chr10	5633193	5633692	500	*	47
chr10	5633693	5634192	500	*	12
chr10	5634193	5634692	500	*	8
chr10	5634693	5635192	500	*	15
chr10	5635193	5635692	500	*	22
chr10	5635693	5636192	500	*	16
chr10	5636193	5636692	500	*	20
chr10	5636693	5637192	500	*	14
chr10	5637193	5637692	500	*	14
chr10	5637693	5638192	500	*	66
chr10	5638193	5638692	500	*	29
chr10	5638693	5639192	500	*	15
chr10	5639193	5639692	500	*	24
chr10	5639693	5640192	500	*	26
chr10	5640193	5640692	500	*	13
chr10	5640693	5641192	500	*	12
chr10	5641193	5641692	500	*	31
chr10	5641693	5642192	500	*	68
chr10	5642193	5642692	500	*	25
chr10	5642693	5643192	500	*	56
chr10	5643193	5643692	500	*	9
chr10	5643693	5644192	500	*	10
chr10	5644193	5644692	500	*	37
chr10	5644693	5645192	500	*	23
chr10	5645193	5645692	500	*	18
chr10	5645693	5646192	500	*	24
chr10	5646193	5646692	500	*	21
chr10	5646693	5647192	500	*	20
chr10	5647193	5647617	425	*	9
