seqnames	start	end	width	strand	overlap_count
chr10	5604193	5604292	100	*	0
chr10	5604293	5604392	100	*	0
chr10	5604393	5604492	100	*	5
chr10	5604493	5604592	100	*	11
chr10	5604593	5604692	100	*	17
chr10	5604693	5604792	100	*	5
chr10	5604793	5604892	100	*	2
chr10	5604893	5604992	100	*	0
chr10	5604993	5605092	100	*	8
chr10	5605093	5605192	100	*	2
chr10	5605193	5605292	100	*	1
chr10	5605293	5605392	100	*	5
chr10	5605393	5605492	100	*	8
chr10	5605493	5605592	100	*	13
chr10	5605593	5605692	100	*	3
chr10	5605693	5605792	100	*	6
chr10	5605793	5605892	100	*	2
chr10	5605893	5605992	100	*	8
chr10	5605993	5606092	100	*	2
chr10	5606093	5606192	100	*	0
chr10	5606193	5606292	100	*	4
chr10	5606293	5606392	100	*	25
chr10	5606393	5606492	100	*	0
chr10	5606493	5606592	100	*	10
chr10	5606593	5606692	100	*	1
chr10	5606693	5606792	100	*	5
chr10	5606793	5606892	100	*	2
chr10	5606893	5606992	100	*	2
chr10	5606993	5607092	100	*	3
chr10	5607093	5607192	100	*	4
chr10	5607193	5607292	100	*	11
chr10	5607293	5607392	100	*	46
chr10	5607393	5607492	100	*	58
chr10	5607493	5607592	100	*	20
chr10	5607593	5607692	100	*	1
chr10	5607693	5607792	100	*	2
chr10	5607793	5607892	100	*	4
chr10	5607893	5607992	100	*	1
chr10	5607993	5608092	100	*	6
chr10	5608093	5608192	100	*	5
chr10	5608193	5608292	100	*	6
chr10	5608293	5608392	100	*	1
chr10	5608393	5608492	100	*	4
chr10	5608493	5608592	100	*	5
chr10	5608593	5608692	100	*	2
chr10	5608693	5608792	100	*	1
chr10	5608793	5608892	100	*	17
chr10	5608893	5608992	100	*	3
chr10	5608993	5609092	100	*	21
chr10	5609093	5609192	100	*	9
chr10	5609193	5609292	100	*	2
chr10	5609293	5609392	100	*	0
chr10	5609393	5609492	100	*	4
chr10	5609493	5609592	100	*	1
chr10	5609593	5609692	100	*	14
chr10	5609693	5609792	100	*	6
chr10	5609793	5609892	100	*	3
chr10	5609893	5609992	100	*	3
chr10	5609993	5610092	100	*	4
chr10	5610093	5610192	100	*	11
chr10	5610193	5610292	100	*	5
chr10	5610293	5610392	100	*	4
chr10	5610393	5610492	100	*	13
chr10	5610493	5610592	100	*	17
chr10	5610593	5610692	100	*	2
chr10	5610693	5610792	100	*	7
chr10	5610793	5610892	100	*	4
chr10	5610893	5610992	100	*	0
chr10	5610993	5611092	100	*	4
chr10	5611093	5611192	100	*	4
chr10	5611193	5611292	100	*	3
chr10	5611293	5611392	100	*	6
chr10	5611393	5611492	100	*	5
chr10	5611493	5611592	100	*	1
chr10	5611593	5611692	100	*	5
chr10	5611693	5611792	100	*	7
