seqnames	start	end	width	strand	overlap_count
chr2	158595758	158595767	10	*	0
chr2	158595768	158595777	10	*	1
chr2	158595778	158595787	10	*	2
chr2	158595788	158595797	10	*	1
chr2	158595798	158595807	10	*	0
chr2	158595808	158595817	10	*	0
chr2	158595818	158595827	10	*	2
chr2	158595828	158595837	10	*	2
chr2	158595838	158595847	10	*	1
chr2	158595848	158595857	10	*	1
chr2	158595858	158595867	10	*	1
chr2	158595868	158595877	10	*	0
chr2	158595878	158595887	10	*	0
chr2	158595888	158595897	10	*	0
chr2	158595898	158595907	10	*	1
chr2	158595908	158595917	10	*	1
chr2	158595918	158595927	10	*	2
chr2	158595928	158595937	10	*	2
chr2	158595938	158595947	10	*	0
chr2	158595948	158595957	10	*	0
chr2	158595958	158595967	10	*	0
chr2	158595968	158595977	10	*	0
chr2	158595978	158595987	10	*	2
chr2	158595988	158595997	10	*	2
chr2	158595998	158596007	10	*	0
chr2	158596008	158596017	10	*	0
chr2	158596018	158596027	10	*	0
chr2	158596028	158596037	10	*	0
chr2	158596038	158596047	10	*	3
chr2	158596048	158596057	10	*	3
chr2	158596058	158596067	10	*	0
chr2	158596068	158596077	10	*	0
chr2	158596078	158596087	10	*	0
chr2	158596088	158596097	10	*	0
chr2	158596098	158596107	10	*	0
chr2	158596108	158596117	10	*	0
chr2	158596118	158596127	10	*	0
chr2	158596128	158596137	10	*	0
chr2	158596138	158596147	10	*	0
chr2	158596148	158596157	10	*	0
chr2	158596158	158596167	10	*	0
chr2	158596168	158596177	10	*	0
chr2	158596178	158596187	10	*	0
chr2	158596188	158596197	10	*	0
chr2	158596198	158596207	10	*	3
chr2	158596208	158596217	10	*	3
chr2	158596218	158596227	10	*	0
chr2	158596228	158596237	10	*	0
chr2	158596238	158596247	10	*	0
chr2	158596248	158596257	10	*	0
chr2	158596258	158596267	10	*	0
chr2	158596268	158596277	10	*	0
chr2	158596278	158596287	10	*	2
chr2	158596288	158596297	10	*	3
chr2	158596298	158596307	10	*	2
chr2	158596308	158596317	10	*	1
chr2	158596318	158596327	10	*	0
chr2	158596328	158596337	10	*	0
chr2	158596338	158596347	10	*	0
chr2	158596348	158596357	10	*	0
chr2	158596358	158596367	10	*	1
chr2	158596368	158596377	10	*	1
chr2	158596378	158596387	10	*	0
chr2	158596388	158596397	10	*	0
chr2	158596398	158596407	10	*	0
chr2	158596408	158596417	10	*	0
chr2	158596418	158596427	10	*	0
chr2	158596428	158596437	10	*	0
chr2	158596438	158596447	10	*	0
chr2	158596448	158596457	10	*	0
chr2	158596458	158596467	10	*	0
chr2	158596468	158596477	10	*	0
chr2	158596478	158596487	10	*	0
chr2	158596488	158596497	10	*	0
chr2	158596498	158596507	10	*	0
chr2	158596508	158596517	10	*	4
chr2	158596518	158596527	10	*	6
chr2	158596528	158596537	10	*	6
chr2	158596538	158596547	10	*	3
chr2	158596548	158596557	10	*	3
chr2	158596558	158596567	10	*	2
chr2	158596568	158596577	10	*	3
chr2	158596578	158596587	10	*	2
chr2	158596588	158596597	10	*	0
chr2	158596598	158596607	10	*	0
chr2	158596608	158596617	10	*	0
chr2	158596618	158596627	10	*	1
chr2	158596628	158596637	10	*	3
chr2	158596638	158596647	10	*	3
chr2	158596648	158596657	10	*	0
chr2	158596658	158596667	10	*	0
chr2	158596668	158596677	10	*	0
chr2	158596678	158596687	10	*	4
chr2	158596688	158596697	10	*	5
