seqnames	start	end	width	strand	overlap_count
chr2	158595758	158595857	100	*	5
chr2	158595858	158595957	100	*	4
chr2	158595958	158596057	100	*	5
chr2	158596058	158596157	100	*	0
chr2	158596158	158596257	100	*	3
chr2	158596258	158596357	100	*	3
chr2	158596358	158596457	100	*	1
chr2	158596458	158596557	100	*	10
chr2	158596558	158596657	100	*	7
chr2	158596658	158596757	100	*	7
chr2	158596758	158596857	100	*	6
chr2	158596858	158596957	100	*	44
chr2	158596958	158597057	100	*	5
chr2	158597058	158597157	100	*	2
chr2	158597158	158597257	100	*	25
chr2	158597258	158597357	100	*	2
chr2	158597358	158597457	100	*	6
chr2	158597458	158597557	100	*	9
chr2	158597558	158597657	100	*	6
chr2	158597658	158597757	100	*	1
chr2	158597758	158597857	100	*	2
chr2	158597858	158597957	100	*	13
chr2	158597958	158598057	100	*	7
chr2	158598058	158598157	100	*	14
chr2	158598158	158598257	100	*	7
chr2	158598258	158598357	100	*	9
chr2	158598358	158598457	100	*	7
chr2	158598458	158598557	100	*	7
chr2	158598558	158598657	100	*	10
chr2	158598658	158598757	100	*	10
chr2	158598758	158598857	100	*	16
chr2	158598858	158598957	100	*	5
chr2	158598958	158599057	100	*	2
chr2	158599058	158599157	100	*	11
chr2	158599158	158599257	100	*	8
chr2	158599258	158599357	100	*	5
chr2	158599358	158599457	100	*	3
chr2	158599458	158599557	100	*	4
chr2	158599558	158599657	100	*	7
chr2	158599658	158599757	100	*	9
chr2	158599758	158599857	100	*	0
chr2	158599858	158599957	100	*	1
chr2	158599958	158600057	100	*	14
chr2	158600058	158600157	100	*	9
chr2	158600158	158600257	100	*	3
chr2	158600258	158600357	100	*	0
chr2	158600358	158600457	100	*	0
chr2	158600458	158600557	100	*	1
chr2	158600558	158600657	100	*	0
chr2	158600658	158600757	100	*	3
chr2	158600758	158600857	100	*	4
chr2	158600858	158600957	100	*	3
chr2	158600958	158601057	100	*	1
chr2	158601058	158601157	100	*	2
chr2	158601158	158601257	100	*	1
chr2	158601258	158601357	100	*	7
chr2	158601358	158601457	100	*	11
chr2	158601458	158601557	100	*	7
chr2	158601558	158601657	100	*	5
chr2	158601658	158601757	100	*	4
chr2	158601758	158601857	100	*	2
chr2	158601858	158601957	100	*	0
chr2	158601958	158602057	100	*	1
chr2	158602058	158602157	100	*	5
chr2	158602158	158602257	100	*	4
chr2	158602258	158602357	100	*	6
chr2	158602358	158602457	100	*	38
chr2	158602458	158602557	100	*	38
chr2	158602558	158602657	100	*	6
chr2	158602658	158602757	100	*	10
chr2	158602758	158602857	100	*	11
chr2	158602858	158602957	100	*	4
chr2	158602958	158603057	100	*	1
chr2	158603058	158603157	100	*	0
chr2	158603158	158603257	100	*	7
chr2	158603258	158603357	100	*	4
chr2	158603358	158603457	100	*	3
chr2	158603458	158603557	100	*	7
chr2	158603558	158603657	100	*	2
chr2	158603658	158603757	100	*	3
chr2	158603758	158603857	100	*	0
chr2	158603858	158603957	100	*	3
chr2	158603958	158604057	100	*	0
chr2	158604058	158604157	100	*	0
chr2	158604158	158604257	100	*	11
chr2	158604258	158604357	100	*	9
chr2	158604358	158604457	100	*	13
chr2	158604458	158604557	100	*	9
chr2	158604558	158604657	100	*	2
chr2	158604658	158604757	100	*	4
chr2	158604758	158604857	100	*	1
chr2	158604858	158604957	100	*	2
chr2	158604958	158605057	100	*	1
chr2	158605058	158605157	100	*	21
chr2	158605158	158605257	100	*	15
chr2	158605258	158605357	100	*	12
chr2	158605358	158605457	100	*	0
chr2	158605458	158605557	100	*	15
chr2	158605558	158605657	100	*	0
chr2	158605658	158605757	100	*	4
chr2	158605758	158605857	100	*	2
chr2	158605858	158605957	100	*	4
chr2	158605958	158606057	100	*	4
chr2	158606058	158606157	100	*	29
chr2	158606158	158606257	100	*	3
chr2	158606258	158606357	100	*	3
chr2	158606358	158606457	100	*	2
chr2	158606458	158606557	100	*	7
chr2	158606558	158606657	100	*	29
chr2	158606658	158606757	100	*	24
chr2	158606758	158606857	100	*	12
chr2	158606858	158606957	100	*	17
chr2	158606958	158607057	100	*	4
chr2	158607058	158607157	100	*	7
chr2	158607158	158607257	100	*	2
chr2	158607258	158607357	100	*	5
chr2	158607358	158607457	100	*	3
chr2	158607458	158607557	100	*	0
chr2	158607558	158607657	100	*	1
chr2	158607658	158607757	100	*	0
chr2	158607758	158607857	100	*	5
chr2	158607858	158607957	100	*	7
chr2	158607958	158608057	100	*	3
chr2	158608058	158608157	100	*	5
chr2	158608158	158608257	100	*	6
chr2	158608258	158608357	100	*	15
chr2	158608358	158608457	100	*	7
chr2	158608458	158608557	100	*	1
chr2	158608558	158608657	100	*	6
chr2	158608658	158608757	100	*	2
chr2	158608758	158608857	100	*	2
chr2	158608858	158608957	100	*	2
chr2	158608958	158609057	100	*	8
chr2	158609058	158609157	100	*	1
chr2	158609158	158609257	100	*	4
chr2	158609258	158609357	100	*	2
chr2	158609358	158609457	100	*	0
chr2	158609458	158609557	100	*	4
chr2	158609558	158609657	100	*	1
chr2	158609658	158609757	100	*	3
chr2	158609758	158609857	100	*	2
chr2	158609858	158609957	100	*	4
chr2	158609958	158610057	100	*	4
chr2	158610058	158610157	100	*	4
chr2	158610158	158610257	100	*	0
chr2	158610258	158610357	100	*	0
chr2	158610358	158610457	100	*	0
chr2	158610458	158610557	100	*	1
chr2	158610558	158610657	100	*	2
chr2	158610658	158610757	100	*	6
chr2	158610758	158610857	100	*	16
chr2	158610858	158610957	100	*	11
chr2	158610958	158611057	100	*	3
chr2	158611058	158611157	100	*	8
chr2	158611158	158611257	100	*	2
chr2	158611258	158611357	100	*	1
chr2	158611358	158611457	100	*	1
chr2	158611458	158611557	100	*	1
chr2	158611558	158611657	100	*	8
chr2	158611658	158611757	100	*	6
chr2	158611758	158611857	100	*	4
chr2	158611858	158611957	100	*	7
chr2	158611958	158612057	100	*	6
chr2	158612058	158612157	100	*	3
chr2	158612158	158612257	100	*	2
chr2	158612258	158612357	100	*	17
chr2	158612358	158612457	100	*	3
chr2	158612458	158612557	100	*	10
chr2	158612558	158612657	100	*	2
chr2	158612658	158612757	100	*	1
chr2	158612758	158612857	100	*	12
chr2	158612858	158612957	100	*	1
chr2	158612958	158613057	100	*	0
chr2	158613058	158613157	100	*	1
chr2	158613158	158613257	100	*	1
chr2	158613258	158613357	100	*	1
chr2	158613358	158613457	100	*	1
chr2	158613458	158613557	100	*	2
chr2	158613558	158613657	100	*	5
chr2	158613658	158613757	100	*	1
chr2	158613758	158613857	100	*	3
chr2	158613858	158613957	100	*	0
chr2	158613958	158614057	100	*	4
chr2	158614058	158614157	100	*	1
chr2	158614158	158614257	100	*	2
chr2	158614258	158614357	100	*	2
chr2	158614358	158614457	100	*	0
chr2	158614458	158614557	100	*	2
chr2	158614558	158614657	100	*	8
chr2	158614658	158614757	100	*	5
chr2	158614758	158614857	100	*	1
chr2	158614858	158614957	100	*	1
chr2	158614958	158615057	100	*	24
chr2	158615058	158615157	100	*	22
chr2	158615158	158615257	100	*	5
chr2	158615258	158615357	100	*	17
chr2	158615358	158615457	100	*	5
chr2	158615458	158615557	100	*	1
chr2	158615558	158615657	100	*	0
chr2	158615658	158615747	90	*	4
