seqnames	start	end	width	strand	overlap_count
chr15	78171117	78171126	10	*	1
chr15	78171127	78171136	10	*	1
chr15	78171137	78171146	10	*	0
chr15	78171147	78171156	10	*	0
chr15	78171157	78171166	10	*	0
chr15	78171167	78171176	10	*	0
chr15	78171177	78171186	10	*	4
chr15	78171187	78171196	10	*	4
chr15	78171197	78171206	10	*	1
chr15	78171207	78171216	10	*	2
chr15	78171217	78171226	10	*	6
chr15	78171227	78171236	10	*	4
chr15	78171237	78171246	10	*	0
chr15	78171247	78171256	10	*	0
chr15	78171257	78171266	10	*	0
chr15	78171267	78171276	10	*	3
chr15	78171277	78171286	10	*	3
chr15	78171287	78171296	10	*	1
chr15	78171297	78171306	10	*	0
chr15	78171307	78171316	10	*	0
chr15	78171317	78171326	10	*	1
chr15	78171327	78171336	10	*	4
chr15	78171337	78171346	10	*	6
chr15	78171347	78171356	10	*	7
chr15	78171357	78171366	10	*	6
chr15	78171367	78171376	10	*	3
chr15	78171377	78171386	10	*	0
chr15	78171387	78171396	10	*	0
chr15	78171397	78171406	10	*	1
chr15	78171407	78171416	10	*	2
chr15	78171417	78171426	10	*	1
chr15	78171427	78171436	10	*	0
chr15	78171437	78171446	10	*	0
chr15	78171447	78171456	10	*	0
chr15	78171457	78171466	10	*	0
chr15	78171467	78171476	10	*	0
chr15	78171477	78171486	10	*	0
chr15	78171487	78171496	10	*	0
chr15	78171497	78171506	10	*	0
chr15	78171507	78171516	10	*	0
chr15	78171517	78171526	10	*	0
chr15	78171527	78171536	10	*	0
chr15	78171537	78171546	10	*	0
chr15	78171547	78171556	10	*	0
chr15	78171557	78171566	10	*	0
chr15	78171567	78171576	10	*	2
chr15	78171577	78171586	10	*	2
chr15	78171587	78171596	10	*	1
chr15	78171597	78171606	10	*	1
chr15	78171607	78171616	10	*	0
chr15	78171617	78171626	10	*	0
chr15	78171627	78171636	10	*	0
chr15	78171637	78171646	10	*	0
chr15	78171647	78171656	10	*	0
chr15	78171657	78171666	10	*	0
chr15	78171667	78171676	10	*	0
chr15	78171677	78171686	10	*	0
chr15	78171687	78171696	10	*	0
chr15	78171697	78171706	10	*	0
chr15	78171707	78171716	10	*	0
chr15	78171717	78171726	10	*	0
chr15	78171727	78171736	10	*	0
chr15	78171737	78171746	10	*	7
chr15	78171747	78171756	10	*	7
chr15	78171757	78171766	10	*	1
chr15	78171767	78171776	10	*	0
chr15	78171777	78171786	10	*	0
chr15	78171787	78171796	10	*	14
chr15	78171797	78171806	10	*	21
chr15	78171807	78171816	10	*	10
chr15	78171817	78171826	10	*	3
chr15	78171827	78171836	10	*	17
chr15	78171837	78171846	10	*	14
chr15	78171847	78171856	10	*	1
chr15	78171857	78171866	10	*	0
chr15	78171867	78171876	10	*	0
chr15	78171877	78171886	10	*	0
chr15	78171887	78171896	10	*	3
chr15	78171897	78171906	10	*	3
chr15	78171907	78171916	10	*	2
chr15	78171917	78171926	10	*	0
chr15	78171927	78171936	10	*	0
chr15	78171937	78171946	10	*	1
chr15	78171947	78171956	10	*	1
chr15	78171957	78171966	10	*	2
chr15	78171967	78171976	10	*	4
chr15	78171977	78171986	10	*	7
chr15	78171987	78171996	10	*	6
chr15	78171997	78172006	10	*	3
chr15	78172007	78172016	10	*	2
chr15	78172017	78172026	10	*	0
chr15	78172027	78172036	10	*	1
chr15	78172037	78172046	10	*	1
chr15	78172047	78172056	10	*	0
chr15	78172057	78172066	10	*	0
chr15	78172067	78172076	10	*	0
chr15	78172077	78172086	10	*	0
chr15	78172087	78172096	10	*	0
chr15	78172097	78172106	10	*	0
chr15	78172107	78172116	10	*	0
chr15	78172117	78172126	10	*	0
