seqnames	start	end	width	strand	overlap_count
chr15	78171117	78171216	100	*	7
chr15	78171217	78171316	100	*	9
chr15	78171317	78171416	100	*	12
chr15	78171417	78171516	100	*	1
chr15	78171517	78171616	100	*	3
chr15	78171617	78171716	100	*	0
chr15	78171717	78171816	100	*	28
chr15	78171817	78171916	100	*	20
chr15	78171917	78172016	100	*	11
chr15	78172017	78172116	100	*	1
chr15	78172117	78172216	100	*	2
chr15	78172217	78172316	100	*	2
chr15	78172317	78172416	100	*	2
chr15	78172417	78172516	100	*	1
chr15	78172517	78172616	100	*	12
chr15	78172617	78172716	100	*	2
chr15	78172717	78172816	100	*	4
chr15	78172817	78172916	100	*	8
chr15	78172917	78173016	100	*	13
chr15	78173017	78173116	100	*	6
chr15	78173117	78173216	100	*	6
chr15	78173217	78173316	100	*	2
chr15	78173317	78173416	100	*	11
chr15	78173417	78173516	100	*	5
chr15	78173517	78173616	100	*	18
chr15	78173617	78173716	100	*	1
chr15	78173717	78173816	100	*	4
chr15	78173817	78173916	100	*	17
chr15	78173917	78174016	100	*	2
chr15	78174017	78174116	100	*	2
chr15	78174117	78174216	100	*	8
chr15	78174217	78174316	100	*	4
chr15	78174317	78174416	100	*	7
chr15	78174417	78174516	100	*	7
chr15	78174517	78174616	100	*	2
chr15	78174617	78174716	100	*	1
chr15	78174717	78174816	100	*	5
chr15	78174817	78174916	100	*	2
chr15	78174917	78175016	100	*	3
chr15	78175017	78175116	100	*	8
chr15	78175117	78175216	100	*	8
chr15	78175217	78175316	100	*	4
chr15	78175317	78175416	100	*	17
chr15	78175417	78175516	100	*	12
chr15	78175517	78175616	100	*	1
chr15	78175617	78175716	100	*	5
chr15	78175717	78175816	100	*	9
chr15	78175817	78175916	100	*	3
chr15	78175917	78176016	100	*	3
chr15	78176017	78176116	100	*	6
chr15	78176117	78176216	100	*	37
chr15	78176217	78176316	100	*	4
chr15	78176317	78176416	100	*	11
chr15	78176417	78176516	100	*	0
chr15	78176517	78176616	100	*	10
chr15	78176617	78176716	100	*	2
chr15	78176717	78176816	100	*	37
chr15	78176817	78176916	100	*	4
chr15	78176917	78177016	100	*	18
chr15	78177017	78177116	100	*	1
chr15	78177117	78177216	100	*	4
chr15	78177217	78177316	100	*	28
chr15	78177317	78177416	100	*	13
chr15	78177417	78177516	100	*	13
chr15	78177517	78177616	100	*	2
chr15	78177617	78177716	100	*	3
chr15	78177717	78177816	100	*	2
chr15	78177817	78177916	100	*	5
chr15	78177917	78178016	100	*	13
chr15	78178017	78178116	100	*	0
chr15	78178117	78178216	100	*	0
chr15	78178217	78178316	100	*	6
chr15	78178317	78178416	100	*	17
chr15	78178417	78178516	100	*	6
chr15	78178517	78178616	100	*	7
chr15	78178617	78178716	100	*	11
chr15	78178717	78178816	100	*	30
chr15	78178817	78178916	100	*	0
chr15	78178917	78179016	100	*	2
chr15	78179017	78179116	100	*	5
chr15	78179117	78179216	100	*	9
chr15	78179217	78179316	100	*	42
chr15	78179317	78179416	100	*	40
chr15	78179417	78179516	100	*	10
chr15	78179517	78179616	100	*	1
chr15	78179617	78179716	100	*	0
chr15	78179717	78179816	100	*	0
chr15	78179817	78179916	100	*	4
chr15	78179917	78180016	100	*	12
chr15	78180017	78180116	100	*	4
chr15	78180117	78180216	100	*	9
chr15	78180217	78180316	100	*	14
chr15	78180317	78180416	100	*	1
chr15	78180417	78180516	100	*	1
chr15	78180517	78180616	100	*	2
chr15	78180617	78180716	100	*	9
chr15	78180717	78180816	100	*	5
chr15	78180817	78180916	100	*	0
chr15	78180917	78181016	100	*	3
chr15	78181017	78181116	100	*	3
