seqnames	start	end	width	strand	overlap_count
chr6	49802710	49803209	500	*	20
chr6	49803210	49803709	500	*	36
chr6	49803710	49804209	500	*	27
chr6	49804210	49804709	500	*	13
chr6	49804710	49805209	500	*	24
chr6	49805210	49805709	500	*	8
chr6	49805710	49806209	500	*	9
chr6	49806210	49806709	500	*	23
chr6	49806710	49807209	500	*	58
chr6	49807210	49807709	500	*	14
chr6	49807710	49808209	500	*	33
chr6	49808210	49808709	500	*	29
chr6	49808710	49809209	500	*	43
chr6	49809210	49809709	500	*	24
chr6	49809710	49810209	500	*	41
chr6	49810210	49810709	500	*	14
chr6	49810710	49811209	500	*	30
chr6	49811210	49811709	500	*	11
chr6	49811710	49812209	500	*	7
chr6	49812210	49812709	500	*	15
chr6	49812710	49813209	500	*	27
chr6	49813210	49813709	500	*	67
chr6	49813710	49814209	500	*	73
chr6	49814210	49814709	500	*	19
chr6	49814710	49815209	500	*	14
chr6	49815210	49815709	500	*	9
chr6	49815710	49816209	500	*	38
chr6	49816210	49816709	500	*	12
chr6	49816710	49817209	500	*	21
chr6	49817210	49817709	500	*	10
chr6	49817710	49818209	500	*	17
chr6	49818210	49818709	500	*	23
chr6	49818710	49819209	500	*	11
chr6	49819210	49819709	500	*	32
chr6	49819710	49820209	500	*	29
chr6	49820210	49820709	500	*	35
chr6	49820710	49821209	500	*	31
chr6	49821210	49821709	500	*	29
chr6	49821710	49822209	500	*	23
chr6	49822210	49822709	500	*	29
chr6	49822710	49823209	500	*	26
chr6	49823210	49823709	500	*	9
chr6	49823710	49824209	500	*	18
chr6	49824210	49824709	500	*	54
chr6	49824710	49825209	500	*	35
chr6	49825210	49825709	500	*	12
chr6	49825710	49826209	500	*	16
chr6	49826210	49826709	500	*	24
chr6	49826710	49827209	500	*	19
chr6	49827210	49827709	500	*	19
chr6	49827710	49828209	500	*	29
chr6	49828210	49828709	500	*	26
chr6	49828710	49829209	500	*	19
chr6	49829210	49829507	298	*	3
