seqnames	start	end	width	strand	overlap_count
chr6	49802710	49802809	100	*	1
chr6	49802810	49802909	100	*	1
chr6	49802910	49803009	100	*	16
chr6	49803010	49803109	100	*	1
chr6	49803110	49803209	100	*	1
chr6	49803210	49803309	100	*	7
chr6	49803310	49803409	100	*	9
chr6	49803410	49803509	100	*	1
chr6	49803510	49803609	100	*	17
chr6	49803610	49803709	100	*	3
chr6	49803710	49803809	100	*	4
chr6	49803810	49803909	100	*	8
chr6	49803910	49804009	100	*	7
chr6	49804010	49804109	100	*	5
chr6	49804110	49804209	100	*	4
chr6	49804210	49804309	100	*	3
chr6	49804310	49804409	100	*	2
chr6	49804410	49804509	100	*	7
chr6	49804510	49804609	100	*	3
chr6	49804610	49804709	100	*	1
chr6	49804710	49804809	100	*	2
chr6	49804810	49804909	100	*	5
chr6	49804910	49805009	100	*	2
chr6	49805010	49805109	100	*	1
chr6	49805110	49805209	100	*	14
chr6	49805210	49805309	100	*	4
chr6	49805310	49805409	100	*	4
chr6	49805410	49805509	100	*	1
chr6	49805510	49805609	100	*	0
chr6	49805610	49805709	100	*	1
chr6	49805710	49805809	100	*	0
chr6	49805810	49805909	100	*	0
chr6	49805910	49806009	100	*	2
chr6	49806010	49806109	100	*	6
chr6	49806110	49806209	100	*	1
chr6	49806210	49806309	100	*	4
chr6	49806310	49806409	100	*	5
chr6	49806410	49806509	100	*	6
chr6	49806510	49806609	100	*	4
chr6	49806610	49806709	100	*	4
chr6	49806710	49806809	100	*	3
chr6	49806810	49806909	100	*	16
chr6	49806910	49807009	100	*	3
chr6	49807010	49807109	100	*	2
chr6	49807110	49807209	100	*	34
chr6	49807210	49807309	100	*	3
chr6	49807310	49807409	100	*	6
chr6	49807410	49807509	100	*	1
chr6	49807510	49807609	100	*	4
chr6	49807610	49807709	100	*	1
chr6	49807710	49807809	100	*	0
chr6	49807810	49807909	100	*	19
chr6	49807910	49808009	100	*	11
chr6	49808010	49808109	100	*	1
chr6	49808110	49808209	100	*	2
chr6	49808210	49808309	100	*	14
chr6	49808310	49808409	100	*	4
chr6	49808410	49808509	100	*	3
chr6	49808510	49808609	100	*	6
chr6	49808610	49808709	100	*	4
chr6	49808710	49808809	100	*	3
chr6	49808810	49808909	100	*	22
chr6	49808910	49809009	100	*	15
chr6	49809010	49809109	100	*	5
chr6	49809110	49809209	100	*	1
chr6	49809210	49809309	100	*	0
chr6	49809310	49809409	100	*	6
chr6	49809410	49809509	100	*	9
chr6	49809510	49809609	100	*	8
chr6	49809610	49809709	100	*	5
chr6	49809710	49809809	100	*	22
chr6	49809810	49809909	100	*	6
chr6	49809910	49810009	100	*	11
chr6	49810010	49810109	100	*	1
chr6	49810110	49810209	100	*	2
chr6	49810210	49810309	100	*	0
chr6	49810310	49810409	100	*	4
chr6	49810410	49810509	100	*	5
chr6	49810510	49810609	100	*	5
chr6	49810610	49810709	100	*	2
chr6	49810710	49810809	100	*	9
chr6	49810810	49810909	100	*	5
chr6	49810910	49811009	100	*	3
chr6	49811010	49811109	100	*	14
chr6	49811110	49811209	100	*	3
chr6	49811210	49811309	100	*	5
chr6	49811310	49811409	100	*	2
chr6	49811410	49811509	100	*	3
chr6	49811510	49811609	100	*	4
chr6	49811610	49811709	100	*	0
chr6	49811710	49811809	100	*	2
chr6	49811810	49811909	100	*	1
chr6	49811910	49812009	100	*	4
chr6	49812010	49812109	100	*	2
chr6	49812110	49812209	100	*	0
chr6	49812210	49812309	100	*	4
chr6	49812310	49812409	100	*	2
chr6	49812410	49812509	100	*	4
chr6	49812510	49812609	100	*	5
chr6	49812610	49812709	100	*	1
chr6	49812710	49812809	100	*	3
chr6	49812810	49812909	100	*	13
chr6	49812910	49813009	100	*	2
chr6	49813010	49813109	100	*	7
chr6	49813110	49813209	100	*	3
chr6	49813210	49813309	100	*	58
chr6	49813310	49813409	100	*	19
chr6	49813410	49813509	100	*	3
chr6	49813510	49813609	100	*	2
chr6	49813610	49813709	100	*	2
chr6	49813710	49813809	100	*	59
chr6	49813810	49813909	100	*	2
chr6	49813910	49814009	100	*	7
chr6	49814010	49814109	100	*	4
chr6	49814110	49814209	100	*	3
chr6	49814210	49814309	100	*	1
chr6	49814310	49814409	100	*	2
chr6	49814410	49814509	100	*	1
chr6	49814510	49814609	100	*	7
chr6	49814610	49814709	100	*	8
chr6	49814710	49814809	100	*	3
chr6	49814810	49814909	100	*	2
chr6	49814910	49815009	100	*	4
chr6	49815010	49815109	100	*	1
chr6	49815110	49815209	100	*	5
chr6	49815210	49815309	100	*	0
chr6	49815310	49815409	100	*	4
chr6	49815410	49815509	100	*	3
chr6	49815510	49815609	100	*	2
chr6	49815610	49815709	100	*	0
chr6	49815710	49815809	100	*	12
chr6	49815810	49815909	100	*	14
chr6	49815910	49816009	100	*	13
chr6	49816010	49816109	100	*	5
chr6	49816110	49816209	100	*	6
chr6	49816210	49816309	100	*	3
chr6	49816310	49816409	100	*	0
chr6	49816410	49816509	100	*	1
chr6	49816510	49816609	100	*	2
chr6	49816610	49816709	100	*	6
chr6	49816710	49816809	100	*	4
chr6	49816810	49816909	100	*	4
chr6	49816910	49817009	100	*	8
chr6	49817010	49817109	100	*	5
chr6	49817110	49817209	100	*	3
chr6	49817210	49817309	100	*	0
chr6	49817310	49817409	100	*	6
chr6	49817410	49817509	100	*	1
chr6	49817510	49817609	100	*	0
chr6	49817610	49817709	100	*	3
chr6	49817710	49817809	100	*	0
chr6	49817810	49817909	100	*	6
chr6	49817910	49818009	100	*	4
chr6	49818010	49818109	100	*	8
chr6	49818110	49818209	100	*	2
chr6	49818210	49818309	100	*	7
chr6	49818310	49818409	100	*	3
chr6	49818410	49818509	100	*	2
chr6	49818510	49818609	100	*	0
chr6	49818610	49818709	100	*	11
chr6	49818710	49818809	100	*	2
chr6	49818810	49818909	100	*	1
