chr12	57794848	57794857	10	*	0
chr12	57794858	57794867	10	*	0
chr12	57794868	57794877	10	*	0
chr12	57794878	57794887	10	*	0
chr12	57794888	57794897	10	*	0
chr12	57794898	57794907	10	*	0
chr12	57794908	57794917	10	*	0
chr12	57794918	57794927	10	*	0
chr12	57794928	57794937	10	*	0
chr12	57794938	57794947	10	*	0
chr12	57794948	57794957	10	*	0
chr12	57794958	57794967	10	*	0
chr12	57794968	57794977	10	*	0
chr12	57794978	57794987	10	*	0
chr12	57794988	57794997	10	*	0
chr12	57794998	57795007	10	*	0
chr12	57795008	57795017	10	*	0
chr12	57795018	57795027	10	*	0
chr12	57795028	57795037	10	*	0
chr12	57795038	57795047	10	*	0
chr12	57795048	57795057	10	*	0
chr12	57795058	57795067	10	*	0
chr12	57795068	57795077	10	*	0
chr12	57795078	57795087	10	*	0
chr12	57795088	57795097	10	*	0
chr12	57795098	57795107	10	*	0
chr12	57795108	57795117	10	*	0
chr12	57795118	57795127	10	*	0
chr12	57795128	57795137	10	*	0
chr12	57795138	57795147	10	*	0
chr12	57795148	57795157	10	*	0
chr12	57795158	57795167	10	*	0
chr12	57795168	57795177	10	*	0
chr12	57795178	57795187	10	*	0
chr12	57795188	57795197	10	*	0
chr12	57795198	57795207	10	*	0
chr12	57795208	57795217	10	*	0
chr12	57795218	57795227	10	*	0
chr12	57795228	57795237	10	*	0
chr12	57795238	57795247	10	*	0
chr12	57795248	57795257	10	*	0
chr12	57795258	57795267	10	*	0
chr12	57795268	57795277	10	*	0
chr12	57795278	57795287	10	*	0
chr12	57795288	57795297	10	*	0
chr12	57795298	57795307	10	*	0
chr12	57795308	57795317	10	*	0
chr12	57795318	57795327	10	*	0
chr12	57795328	57795337	10	*	0
chr12	57795338	57795347	10	*	0
chr12	57795348	57795357	10	*	0
chr12	57795358	57795367	10	*	0
chr12	57795368	57795377	10	*	0
chr12	57795378	57795387	10	*	0
chr12	57795388	57795397	10	*	0
chr12	57795398	57795407	10	*	0
chr12	57795408	57795417	10	*	0
chr12	57795418	57795427	10	*	0
chr12	57795428	57795437	10	*	0
chr12	57795438	57795447	10	*	0
chr12	57795448	57795457	10	*	0
chr12	57795458	57795467	10	*	0
chr12	57795468	57795477	10	*	0
chr12	57795478	57795487	10	*	0
chr12	57795488	57795497	10	*	0
chr12	57795498	57795507	10	*	0
chr12	57795508	57795517	10	*	0
chr12	57795518	57795527	10	*	0
chr12	57795528	57795537	10	*	0
chr12	57795538	57795547	10	*	0
chr12	57795548	57795557	10	*	0
chr12	57795558	57795567	10	*	0
chr12	57795568	57795577	10	*	0
chr12	57795578	57795587	10	*	0
chr12	57795588	57795597	10	*	0
chr12	57795598	57795607	10	*	0
chr12	57795608	57795617	10	*	0
chr12	57795618	57795627	10	*	0
chr12	57795628	57795637	10	*	0
chr12	57795638	57795647	10	*	0
chr12	57795648	57795657	10	*	0
chr12	57795658	57795667	10	*	0
chr12	57795668	57795677	10	*	0
chr12	57795678	57795687	10	*	0
chr12	57795688	57795697	10	*	0
chr12	57795698	57795707	10	*	0
chr12	57795708	57795717	10	*	0
chr12	57795718	57795727	10	*	0
chr12	57795728	57795737	10	*	0
chr12	57795738	57795747	10	*	0
chr12	57795748	57795757	10	*	0
chr12	57795758	57795767	10	*	0
chr12	57795768	57795777	10	*	0
chr12	57795778	57795787	10	*	0
chr12	57795788	57795797	10	*	0
chr12	57795798	57795807	10	*	0
chr12	57795808	57795817	10	*	0
chr12	57795818	57795827	10	*	0
chr12	57795828	57795837	10	*	0
chr12	57795838	57795847	10	*	0
chr12	57795848	57795857	10	*	0
chr12	57795858	57795867	10	*	0
chr12	57795868	57795877	10	*	0
chr12	57795878	57795887	10	*	0
chr12	57795888	57795897	10	*	0
chr12	57795898	57795907	10	*	0
chr12	57795908	57795917	10	*	0
chr12	57795918	57795927	10	*	0
chr12	57795928	57795937	10	*	0
chr12	57795938	57795947	10	*	0
chr12	57795948	57795957	10	*	0
chr12	57795958	57795967	10	*	0
chr12	57795968	57795977	10	*	0
chr12	57795978	57795987	10	*	0
chr12	57795988	57795997	10	*	0
chr12	57795998	57796007	10	*	0
chr12	57796008	57796017	10	*	0
chr12	57796018	57796027	10	*	0
chr12	57796028	57796037	10	*	0
chr12	57796038	57796047	10	*	0
chr12	57796048	57796057	10	*	0
chr12	57796058	57796067	10	*	0
chr12	57796068	57796077	10	*	0
chr12	57796078	57796087	10	*	0
chr12	57796088	57796097	10	*	0
chr12	57796098	57796107	10	*	0
chr12	57796108	57796117	10	*	0
chr12	57796118	57796127	10	*	0
chr12	57796128	57796137	10	*	0
chr12	57796138	57796147	10	*	0
chr12	57796148	57796157	10	*	0
chr12	57796158	57796167	10	*	0
chr12	57796168	57796177	10	*	0
chr12	57796178	57796187	10	*	0
chr12	57796188	57796197	10	*	0
chr12	57796198	57796207	10	*	0
chr12	57796208	57796217	10	*	0
chr12	57796218	57796227	10	*	0
chr12	57796228	57796237	10	*	0
chr12	57796238	57796247	10	*	0
chr12	57796248	57796257	10	*	0
chr12	57796258	57796267	10	*	0
chr12	57796268	57796277	10	*	0
chr12	57796278	57796287	10	*	0
chr12	57796288	57796297	10	*	0
chr12	57796298	57796307	10	*	0
chr12	57796308	57796317	10	*	0
chr12	57796318	57796327	10	*	0
chr12	57796328	57796337	10	*	0
chr12	57796338	57796347	10	*	0
chr12	57796348	57796357	10	*	0
chr12	57796358	57796367	10	*	0
chr12	57796368	57796377	10	*	0
chr12	57796378	57796387	10	*	0
chr12	57796388	57796397	10	*	0
chr12	57796398	57796407	10	*	0
chr12	57796408	57796417	10	*	0
chr12	57796418	57796427	10	*	0
chr12	57796428	57796437	10	*	0
chr12	57796438	57796447	10	*	0
chr12	57796448	57796457	10	*	0
chr12	57796458	57796467	10	*	0
chr12	57796468	57796477	10	*	0
chr12	57796478	57796487	10	*	0
chr12	57796488	57796497	10	*	0
chr12	57796498	57796507	10	*	0
chr12	57796508	57796517	10	*	0
chr12	57796518	57796527	10	*	0
chr12	57796528	57796537	10	*	0
chr12	57796538	57796547	10	*	0
chr12	57796548	57796557	10	*	0
chr12	57796558	57796567	10	*	0
chr12	57796568	57796577	10	*	0
chr12	57796578	57796587	10	*	0
chr12	57796588	57796597	10	*	0
chr12	57796598	57796607	10	*	0
chr12	57796608	57796617	10	*	0
chr12	57796618	57796627	10	*	0
chr12	57796628	57796637	10	*	0
chr12	57796638	57796647	10	*	0
chr12	57796648	57796657	10	*	0
chr12	57796658	57796667	10	*	0
chr12	57796668	57796677	10	*	0
chr12	57796678	57796687	10	*	0
chr12	57796688	57796697	10	*	0
chr12	57796698	57796707	10	*	5
chr12	57796708	57796717	10	*	5
chr12	57796718	57796727	10	*	2
chr12	57796728	57796737	10	*	1
chr12	57796738	57796747	10	*	1
chr12	57796748	57796757	10	*	0
chr12	57796758	57796767	10	*	0
chr12	57796768	57796777	10	*	2
chr12	57796778	57796787	10	*	2
chr12	57796788	57796797	10	*	0
chr12	57796798	57796807	10	*	0
chr12	57796808	57796817	10	*	0
chr12	57796818	57796827	10	*	0
chr12	57796828	57796837	10	*	0
chr12	57796838	57796847	10	*	0
chr12	57796848	57796857	10	*	0
chr12	57796858	57796867	10	*	0
chr12	57796868	57796877	10	*	0
chr12	57796878	57796887	10	*	0
chr12	57796888	57796897	10	*	0
chr12	57796898	57796907	10	*	0
chr12	57796908	57796917	10	*	0
chr12	57796918	57796927	10	*	0
chr12	57796928	57796937	10	*	0
chr12	57796938	57796947	10	*	0
chr12	57796948	57796957	10	*	0
chr12	57796958	57796967	10	*	0
chr12	57796968	57796977	10	*	0
chr12	57796978	57796987	10	*	0
chr12	57796988	57796997	10	*	0
chr12	57796998	57797007	10	*	0
chr12	57797008	57797017	10	*	0
chr12	57797018	57797027	10	*	0
chr12	57797028	57797037	10	*	0
chr12	57797038	57797047	10	*	0
chr12	57797048	57797057	10	*	0
chr12	57797058	57797067	10	*	0
chr12	57797068	57797077	10	*	0
chr12	57797078	57797087	10	*	0
chr12	57797088	57797097	10	*	0
chr12	57797098	57797107	10	*	0
chr12	57797108	57797117	10	*	0
chr12	57797118	57797127	10	*	0
chr12	57797128	57797137	10	*	0
chr12	57797138	57797147	10	*	0
chr12	57797148	57797157	10	*	0
chr12	57797158	57797167	10	*	0
chr12	57797168	57797177	10	*	0
chr12	57797178	57797187	10	*	0
chr12	57797188	57797197	10	*	0
chr12	57797198	57797207	10	*	0
chr12	57797208	57797217	10	*	0
chr12	57797218	57797227	10	*	0
chr12	57797228	57797237	10	*	0
chr12	57797238	57797247	10	*	0
chr12	57797248	57797257	10	*	0
chr12	57797258	57797267	10	*	0
chr12	57797268	57797277	10	*	0
chr12	57797278	57797287	10	*	0
chr12	57797288	57797297	10	*	0
chr12	57797298	57797307	10	*	0
chr12	57797308	57797317	10	*	0
chr12	57797318	57797327	10	*	0
chr12	57797328	57797337	10	*	0
chr12	57797338	57797347	10	*	0
chr12	57797348	57797357	10	*	0
chr12	57797358	57797367	10	*	0
chr12	57797368	57797377	10	*	0
chr12	57797378	57797387	10	*	0
chr12	57797388	57797397	10	*	0
chr12	57797398	57797407	10	*	0
